event,value,timestamp
HR,72,2022-10-18T17:58:18.797294
IBI,888,2022-10-18T17:58:20.415932
HR,72,2022-10-18T17:58:20.415932
IBI,921,2022-10-18T17:58:20.817660
HR,72,2022-10-18T17:58:20.817660
IBI,959,2022-10-18T17:58:21.619807
HR,71,2022-10-18T17:58:21.619807
IBI,946,2022-10-18T17:58:22.846310
HR,71,2022-10-18T17:58:22.846936
IBI,920,2022-10-18T17:58:23.648784
HR,70,2022-10-18T17:58:23.657462
IBI,946,2022-10-18T17:58:24.451001
HR,69,2022-10-18T17:58:24.466647
IBI,925,2022-10-18T17:58:25.670708
HR,69,2022-10-18T17:58:25.681825
IBI,908,2022-10-18T17:58:26.489287
HR,68,2022-10-18T17:58:26.489287
IBI,893,2022-10-18T17:58:28.511249
HR,68,2022-10-18T17:58:28.511249
IBI,915,2022-10-18T17:58:28.517459
HR,68,2022-10-18T17:58:28.518456
IBI,913,2022-10-18T17:58:28.518822
HR,68,2022-10-18T17:58:28.518822
IBI,888,2022-10-18T17:58:29.730573
HR,68,2022-10-18T17:58:29.730573
IBI,881,2022-10-18T17:58:30.533935
HR,67,2022-10-18T17:58:30.533935
IBI,933,2022-10-18T17:58:31.753095
HR,68,2022-10-18T17:58:31.756662
IBI,943,2022-10-18T17:58:32.554981
HR,67,2022-10-18T17:58:32.554981
IBI,918,2022-10-18T17:58:33.777502
HR,67,2022-10-18T17:58:33.781380
IBI,931,2022-10-18T17:58:34.587643
HR,67,2022-10-18T17:58:34.591265
IBI,955,2022-10-18T17:58:35.798160
HR,67,2022-10-18T17:58:35.807022
IBI,931,2022-10-18T17:58:36.608410
HR,66,2022-10-18T17:58:36.617428
IBI,905,2022-10-18T17:58:37.828677
HR,66,2022-10-18T17:58:37.828677
IBI,904,2022-10-18T17:58:38.637416
HR,66,2022-10-18T17:58:38.637416
IBI,885,2022-10-18T17:58:38.641188
HR,66,2022-10-18T17:58:38.641188
IBI,877,2022-10-18T17:58:39.440491
HR,66,2022-10-18T17:58:39.440491
IBI,909,2022-10-18T17:58:40.660718
HR,66,2022-10-18T17:58:40.660718
IBI,930,2022-10-18T17:58:41.463153
HR,66,2022-10-18T17:58:41.463153
IBI,917,2022-10-18T17:58:42.687983
HR,66,2022-10-18T17:58:42.691513
IBI,927,2022-10-18T17:58:43.490443
HR,66,2022-10-18T17:58:43.501716
IBI,952,2022-10-18T17:58:44.709883
HR,66,2022-10-18T17:58:44.709883
IBI,923,2022-10-18T17:58:45.512059
HR,66,2022-10-18T17:58:45.526685
IBI,890,2022-10-18T17:58:46.731617
HR,66,2022-10-18T17:58:46.742077
IBI,904,2022-10-18T17:58:47.549334
HR,66,2022-10-18T17:58:47.551751
IBI,910,2022-10-18T17:58:48.752800
HR,66,2022-10-18T17:58:48.752800
IBI,871,2022-10-18T17:58:48.766909
HR,66,2022-10-18T17:58:48.766909
IBI,828,2022-10-18T17:58:49.571390
HR,66,2022-10-18T17:58:49.576813
IBI,817,2022-10-18T17:58:50.776437
HR,67,2022-10-18T17:58:50.792378
IBI,791,2022-10-18T17:58:51.601348
HR,67,2022-10-18T17:58:51.601348
IBI,789,2022-10-18T17:58:52.812892
HR,68,2022-10-18T17:58:52.816622
IBI,819,2022-10-18T17:58:53.622953
HR,69,2022-10-18T17:58:53.626796
IBI,915,2022-10-18T17:58:54.833175
HR,69,2022-10-18T17:58:54.841194
IBI,965,2022-10-18T17:58:55.642165
HR,69,2022-10-18T17:58:55.642165
IBI,968,2022-10-18T17:58:55.651469
HR,69,2022-10-18T17:58:55.651968
IBI,955,2022-10-18T17:58:56.461255
HR,68,2022-10-18T17:58:56.462350
IBI,964,2022-10-18T17:58:57.664263
HR,68,2022-10-18T17:58:57.676915
IBI,944,2022-10-18T17:58:59.285007
HR,67,2022-10-18T17:58:59.297139
IBI,905,2022-10-18T17:58:59.685554
HR,67,2022-10-18T17:58:59.701116
IBI,917,2022-10-18T17:59:01.313107
HR,66,2022-10-18T17:59:01.321684
IBI,925,2022-10-18T17:59:01.714525
HR,66,2022-10-18T17:59:01.726777
IBI,926,2022-10-18T17:59:03.335752
HR,66,2022-10-18T17:59:03.335752
IBI,923,2022-10-18T17:59:03.737268
HR,66,2022-10-18T17:59:03.751977
IBI,944,2022-10-18T17:59:04.555562
HR,66,2022-10-18T17:59:04.561718
IBI,928,2022-10-18T17:59:05.774926
HR,66,2022-10-18T17:59:05.777006
IBI,927,2022-10-18T17:59:06.577686
HR,66,2022-10-18T17:59:06.577686
IBI,910,2022-10-18T17:59:06.586952
HR,66,2022-10-18T17:59:06.586952
IBI,903,2022-10-18T17:59:07.797069
HR,66,2022-10-18T17:59:07.797069
IBI,874,2022-10-18T17:59:08.600157
HR,66,2022-10-18T17:59:08.600157
IBI,853,2022-10-18T17:59:09.823693
HR,66,2022-10-18T17:59:09.826815
IBI,848,2022-10-18T17:59:10.634536
HR,66,2022-10-18T17:59:10.636703
IBI,875,2022-10-18T17:59:11.444640
HR,67,2022-10-18T17:59:11.446667
IBI,842,2022-10-18T17:59:12.652862
HR,67,2022-10-18T17:59:12.661026
IBI,868,2022-10-18T17:59:13.463607
HR,67,2022-10-18T17:59:13.471200
IBI,913,2022-10-18T17:59:14.684496
HR,68,2022-10-18T17:59:14.684496
IBI,937,2022-10-18T17:59:14.686747
HR,68,2022-10-18T17:59:14.686747
IBI,907,2022-10-18T17:59:15.494731
HR,67,2022-10-18T17:59:15.496550
IBI,928,2022-10-18T17:59:16.704009
HR,67,2022-10-18T17:59:16.711781
IBI,902,2022-10-18T17:59:17.506455
HR,67,2022-10-18T17:59:17.522009
IBI,894,2022-10-18T17:59:18.726251
HR,67,2022-10-18T17:59:18.736934
IBI,917,2022-10-18T17:59:19.544118
HR,67,2022-10-18T17:59:19.544118
IBI,931,2022-10-18T17:59:20.754413
HR,67,2022-10-18T17:59:20.761029
IBI,912,2022-10-18T17:59:21.556327
HR,67,2022-10-18T17:59:21.571680
IBI,873,2022-10-18T17:59:22.776559
HR,67,2022-10-18T17:59:22.776559
IBI,861,2022-10-18T17:59:22.786852
HR,67,2022-10-18T17:59:22.786852
IBI,828,2022-10-18T17:59:23.995896
HR,67,2022-10-18T17:59:23.995896
IBI,792,2022-10-18T17:59:24.797866
HR,67,2022-10-18T17:59:24.811860
IBI,803,2022-10-18T17:59:25.615884
HR,69,2022-10-18T17:59:25.615884
IBI,783,2022-10-18T17:59:25.621765
HR,69,2022-10-18T17:59:25.621765
IBI,762,2022-10-18T17:59:26.820814
HR,69,2022-10-18T17:59:26.820814
IBI,798,2022-10-18T17:59:27.639035
HR,70,2022-10-18T17:59:27.639035
IBI,815,2022-10-18T17:59:28.441322
HR,71,2022-10-18T17:59:28.456968
IBI,858,2022-10-18T17:59:29.671280
HR,71,2022-10-18T17:59:29.671280
IBI,961,2022-10-18T17:59:30.481167
HR,71,2022-10-18T17:59:30.481942
IBI,1016,2022-10-18T17:59:31.692213
HR,71,2022-10-18T17:59:31.692213
IBI,943,2022-10-18T17:59:32.502422
HR,70,2022-10-18T17:59:32.507048
IBI,917,2022-10-18T17:59:33.721019
HR,69,2022-10-18T17:59:33.721705
IBI,924,2022-10-18T17:59:34.530931
HR,69,2022-10-18T17:59:34.530931
IBI,885,2022-10-18T17:59:35.743942
HR,68,2022-10-18T17:59:35.743942
IBI,850,2022-10-18T17:59:35.746569
HR,68,2022-10-18T17:59:35.746569
IBI,870,2022-10-18T17:59:36.546620
HR,68,2022-10-18T17:59:36.556785
IBI,895,2022-10-18T17:59:37.766342
HR,68,2022-10-18T17:59:37.766342
IBI,882,2022-10-18T17:59:38.568648
HR,68,2022-10-18T17:59:38.581566
IBI,901,2022-10-18T17:59:39.788345
HR,68,2022-10-18T17:59:39.796256
IBI,909,2022-10-18T17:59:40.590731
HR,68,2022-10-18T17:59:40.606742
IBI,896,2022-10-18T17:59:41.810271
HR,68,2022-10-18T17:59:41.821093
IBI,863,2022-10-18T17:59:42.628834
HR,68,2022-10-18T17:59:42.631109
IBI,893,2022-10-18T17:59:43.832681
HR,68,2022-10-18T17:59:43.846778
IBI,898,2022-10-18T17:59:43.846778
HR,68,2022-10-18T17:59:43.846778
IBI,872,2022-10-18T17:59:44.651573
HR,68,2022-10-18T17:59:44.656516
IBI,853,2022-10-18T17:59:46.272429
HR,68,2022-10-18T17:59:46.276309
IBI,846,2022-10-18T17:59:46.680235
HR,68,2022-10-18T17:59:46.681528
IBI,839,2022-10-18T17:59:48.294447
HR,69,2022-10-18T17:59:48.294447
IBI,814,2022-10-18T17:59:48.301473
HR,69,2022-10-18T17:59:48.301473
IBI,802,2022-10-18T17:59:48.704261
HR,69,2022-10-18T17:59:48.704261
IBI,845,2022-10-18T17:59:50.324389
HR,70,2022-10-18T17:59:50.326003
IBI,862,2022-10-18T17:59:51.134373
HR,70,2022-10-18T17:59:51.134373
IBI,854,2022-10-18T17:59:51.943581
HR,70,2022-10-18T17:59:51.946067
IBI,872,2022-10-18T17:59:52.753637
HR,70,2022-10-18T17:59:52.756121
IBI,836,2022-10-18T17:59:54.372842
HR,70,2022-10-18T17:59:54.372842
IBI,808,2022-10-18T17:59:54.376673
HR,70,2022-10-18T17:59:54.376673
IBI,840,2022-10-18T17:59:54.774078
HR,70,2022-10-18T17:59:54.781773
IBI,844,2022-10-18T17:59:55.576973
HR,71,2022-10-18T17:59:55.576973
IBI,820,2022-10-18T17:59:56.796599
HR,71,2022-10-18T17:59:56.796599
IBI,822,2022-10-18T17:59:57.614807
HR,71,2022-10-18T17:59:57.616937
IBI,835,2022-10-18T17:59:58.819581
HR,71,2022-10-18T17:59:58.819581
IBI,829,2022-10-18T17:59:58.831051
HR,71,2022-10-18T17:59:58.832126
IBI,811,2022-10-18T17:59:59.637684
HR,71,2022-10-18T17:59:59.637684
IBI,813,2022-10-18T18:00:00.440280
HR,71,2022-10-18T18:00:00.440280
IBI,817,2022-10-18T18:00:01.659600
HR,72,2022-10-18T18:00:01.659600
IBI,781,2022-10-18T18:00:01.665843
HR,72,2022-10-18T18:00:01.665843
IBI,782,2022-10-18T18:00:02.462809
HR,72,2022-10-18T18:00:02.476631
IBI,777,2022-10-18T18:00:03.688687
HR,73,2022-10-18T18:00:03.688687
IBI,783,2022-10-18T18:00:04.498673
HR,73,2022-10-18T18:00:04.500965
IBI,768,2022-10-18T18:00:05.708498
HR,74,2022-10-18T18:00:05.717015
IBI,761,2022-10-18T18:00:05.717345
HR,74,2022-10-18T18:00:05.717854
IBI,785,2022-10-18T18:00:06.517789
HR,74,2022-10-18T18:00:06.517789
IBI,842,2022-10-18T18:00:07.737979
HR,75,2022-10-18T18:00:07.737979
IBI,878,2022-10-18T18:00:08.547836
HR,75,2022-10-18T18:00:08.547836
IBI,928,2022-10-18T18:00:09.758219
HR,74,2022-10-18T18:00:09.758219
IBI,993,2022-10-18T18:00:10.560337
HR,73,2022-10-18T18:00:10.575552
IBI,1025,2022-10-18T18:00:11.780129
HR,72,2022-10-18T18:00:11.790923
IBI,998,2022-10-18T18:00:12.598089
HR,71,2022-10-18T18:00:12.601810
IBI,1016,2022-10-18T18:00:13.807913
HR,70,2022-10-18T18:00:13.816122
IBI,969,2022-10-18T18:00:14.610301
HR,69,2022-10-18T18:00:14.625857
IBI,929,2022-10-18T18:00:15.829688
HR,68,2022-10-18T18:00:15.840928
IBI,912,2022-10-18T18:00:16.648006
HR,68,2022-10-18T18:00:16.648006
IBI,855,2022-10-18T18:00:17.449608
HR,67,2022-10-18T18:00:17.449608
IBI,823,2022-10-18T18:00:17.461439
HR,67,2022-10-18T18:00:17.461439
IBI,793,2022-10-18T18:00:18.669283
HR,68,2022-10-18T18:00:18.676551
IBI,778,2022-10-18T18:00:19.472280
HR,68,2022-10-18T18:00:19.472280
IBI,778,2022-10-18T18:00:20.691963
HR,70,2022-10-18T18:00:20.691963
IBI,771,2022-10-18T18:00:20.701410
HR,70,2022-10-18T18:00:20.701410
IBI,764,2022-10-18T18:00:21.509201
HR,71,2022-10-18T18:00:21.511253
IBI,750,2022-10-18T18:00:22.718373
HR,72,2022-10-18T18:00:22.726633
IBI,838,2022-10-18T18:00:23.527655
HR,72,2022-10-18T18:00:23.536215
IBI,907,2022-10-18T18:00:24.747717
HR,73,2022-10-18T18:00:24.750837
IBI,879,2022-10-18T18:00:25.557257
HR,72,2022-10-18T18:00:25.560428
IBI,914,2022-10-18T18:00:26.768788
HR,72,2022-10-18T18:00:26.776712
IBI,921,2022-10-18T18:00:27.584609
HR,71,2022-10-18T18:00:27.584609
IBI,913,2022-10-18T18:00:28.788482
HR,70,2022-10-18T18:00:28.801381
IBI,882,2022-10-18T18:00:28.801381
HR,70,2022-10-18T18:00:28.801381
IBI,891,2022-10-18T18:00:29.605513
HR,70,2022-10-18T18:00:29.605513
IBI,866,2022-10-18T18:00:30.824908
HR,70,2022-10-18T18:00:30.826518
IBI,849,2022-10-18T18:00:32.430201
HR,70,2022-10-18T18:00:32.430201
IBI,836,2022-10-18T18:00:32.448103
HR,70,2022-10-18T18:00:32.452385
IBI,847,2022-10-18T18:00:33.650234
HR,70,2022-10-18T18:00:33.661631
IBI,853,2022-10-18T18:00:33.661631
HR,70,2022-10-18T18:00:33.661631
IBI,851,2022-10-18T18:00:34.468796
HR,70,2022-10-18T18:00:34.471022
IBI,848,2022-10-18T18:00:35.672866
HR,70,2022-10-18T18:00:35.672866
IBI,876,2022-10-18T18:00:37.300450
HR,70,2022-10-18T18:00:37.300450
IBI,861,2022-10-18T18:00:37.701968
HR,70,2022-10-18T18:00:37.710844
IBI,815,2022-10-18T18:00:39.328159
HR,70,2022-10-18T18:00:39.331386
IBI,820,2022-10-18T18:00:39.726702
HR,70,2022-10-18T18:00:39.736091
IBI,863,2022-10-18T18:00:40.541392
HR,71,2022-10-18T18:00:40.541392
IBI,888,2022-10-18T18:00:40.545862
HR,71,2022-10-18T18:00:40.545862
IBI,906,2022-10-18T18:00:42.567727
HR,70,2022-10-18T18:00:42.570871
IBI,970,2022-10-18T18:00:43.786044
HR,69,2022-10-18T18:00:43.786044
IBI,1037,2022-10-18T18:00:43.786799
HR,69,2022-10-18T18:00:43.787467
IBI,992,2022-10-18T18:00:44.586681
HR,68,2022-10-18T18:00:44.595859
IBI,983,2022-10-18T18:00:45.805738
HR,68,2022-10-18T18:00:45.805738
IBI,978,2022-10-18T18:00:46.614101
HR,67,2022-10-18T18:00:46.620373
IBI,929,2022-10-18T18:00:47.833768
HR,66,2022-10-18T18:00:47.836168
IBI,927,2022-10-18T18:00:48.636734
HR,66,2022-10-18T18:00:48.646093
IBI,912,2022-10-18T18:00:49.454218
HR,66,2022-10-18T18:00:49.454218
IBI,865,2022-10-18T18:00:50.658350
HR,66,2022-10-18T18:00:50.658350
IBI,875,2022-10-18T18:00:51.477189
HR,66,2022-10-18T18:00:51.480909
IBI,917,2022-10-18T18:00:52.681344
HR,66,2022-10-18T18:00:52.695943
IBI,920,2022-10-18T18:00:53.500270
HR,66,2022-10-18T18:00:53.506252
IBI,910,2022-10-18T18:00:54.719823
HR,66,2022-10-18T18:00:54.719823
IBI,890,2022-10-18T18:00:54.720535
HR,66,2022-10-18T18:00:54.721532
IBI,896,2022-10-18T18:00:55.523261
HR,66,2022-10-18T18:00:55.530899
IBI,897,2022-10-18T18:00:56.741931
HR,66,2022-10-18T18:00:56.741931
IBI,875,2022-10-18T18:00:57.550005
HR,66,2022-10-18T18:00:57.556153
IBI,912,2022-10-18T18:00:58.769870
HR,67,2022-10-18T18:00:58.771191
IBI,922,2022-10-18T18:00:59.579662
HR,67,2022-10-18T18:00:59.581065
IBI,899,2022-10-18T18:01:00.789365
HR,66,2022-10-18T18:01:00.795474
IBI,916,2022-10-18T18:01:01.599475
HR,66,2022-10-18T18:01:01.599475
IBI,958,2022-10-18T18:01:02.819181
HR,66,2022-10-18T18:01:02.820340
IBI,940,2022-10-18T18:01:03.629500
HR,66,2022-10-18T18:01:03.629500
IBI,899,2022-10-18T18:01:03.631123
HR,66,2022-10-18T18:01:03.631123
IBI,890,2022-10-18T18:01:04.438144
HR,66,2022-10-18T18:01:04.438144
IBI,888,2022-10-18T18:01:05.642091
HR,66,2022-10-18T18:01:05.642091
IBI,871,2022-10-18T18:01:06.460753
HR,66,2022-10-18T18:01:06.460753
IBI,850,2022-10-18T18:01:07.664939
HR,66,2022-10-18T18:01:07.680487
IBI,867,2022-10-18T18:01:08.483192
HR,67,2022-10-18T18:01:08.483192
IBI,851,2022-10-18T18:01:09.704183
HR,67,2022-10-18T18:01:09.705461
IBI,839,2022-10-18T18:01:10.512242
HR,68,2022-10-18T18:01:10.512242
IBI,860,2022-10-18T18:01:10.512242
HR,68,2022-10-18T18:01:10.512242
IBI,866,2022-10-18T18:01:11.716922
HR,68,2022-10-18T18:01:11.731206
IBI,841,2022-10-18T18:01:12.537040
HR,68,2022-10-18T18:01:12.539935
IBI,818,2022-10-18T18:01:13.754901
HR,68,2022-10-18T18:01:13.754901
IBI,850,2022-10-18T18:01:14.557383
HR,69,2022-10-18T18:01:14.566174
IBI,877,2022-10-18T18:01:15.777032
HR,69,2022-10-18T18:01:15.777032
IBI,887,2022-10-18T18:01:15.780878
HR,69,2022-10-18T18:01:15.780878
IBI,879,2022-10-18T18:01:16.579962
HR,69,2022-10-18T18:01:16.579962
IBI,855,2022-10-18T18:01:17.802674
HR,69,2022-10-18T18:01:17.805943
IBI,835,2022-10-18T18:01:18.615920
HR,69,2022-10-18T18:01:18.615920
IBI,835,2022-10-18T18:01:19.821762
HR,69,2022-10-18T18:01:19.821762
IBI,859,2022-10-18T18:01:21.442880
HR,69,2022-10-18T18:01:21.450830
IBI,848,2022-10-18T18:01:21.452986
HR,70,2022-10-18T18:01:21.461131
IBI,823,2022-10-18T18:01:21.461131
HR,70,2022-10-18T18:01:21.461131
IBI,840,2022-10-18T18:01:22.662548
HR,70,2022-10-18T18:01:22.665973
IBI,846,2022-10-18T18:01:23.473697
HR,70,2022-10-18T18:01:23.475749
IBI,842,2022-10-18T18:01:24.690616
HR,70,2022-10-18T18:01:24.691493
IBI,874,2022-10-18T18:01:25.492834
HR,70,2022-10-18T18:01:25.500442
IBI,902,2022-10-18T18:01:26.712766
HR,70,2022-10-18T18:01:26.715382
IBI,908,2022-10-18T18:01:27.515426
HR,70,2022-10-18T18:01:27.515426
IBI,870,2022-10-18T18:01:28.735062
HR,69,2022-10-18T18:01:28.740824
IBI,873,2022-10-18T18:01:28.741328
HR,69,2022-10-18T18:01:28.741328
IBI,892,2022-10-18T18:01:29.543080
HR,69,2022-10-18T18:01:29.543080
IBI,829,2022-10-18T18:01:30.762854
HR,69,2022-10-18T18:01:30.765378
IBI,801,2022-10-18T18:01:31.565405
HR,70,2022-10-18T18:01:31.565405
IBI,765,2022-10-18T18:01:31.565405
HR,70,2022-10-18T18:01:31.574935
IBI,733,2022-10-18T18:01:32.784830
HR,70,2022-10-18T18:01:32.784830
IBI,729,2022-10-18T18:01:33.587457
HR,71,2022-10-18T18:01:33.587457
IBI,727,2022-10-18T18:01:34.808853
HR,73,2022-10-18T18:01:34.808853
IBI,727,2022-10-18T18:01:34.815936
HR,73,2022-10-18T18:01:34.815936
IBI,766,2022-10-18T18:01:35.622469
HR,74,2022-10-18T18:01:35.625737
IBI,825,2022-10-18T18:01:36.837854
HR,75,2022-10-18T18:01:36.837854
IBI,835,2022-10-18T18:01:37.647566
HR,75,2022-10-18T18:01:37.647566
IBI,865,2022-10-18T18:01:38.458417
HR,75,2022-10-18T18:01:38.458417
IBI,896,2022-10-18T18:01:39.668391
HR,74,2022-10-18T18:01:39.668391
IBI,885,2022-10-18T18:01:40.473405
HR,73,2022-10-18T18:01:40.484844
IBI,865,2022-10-18T18:01:40.484844
HR,73,2022-10-18T18:01:40.484844
IBI,874,2022-10-18T18:01:41.697838
HR,73,2022-10-18T18:01:41.697838
IBI,826,2022-10-18T18:01:42.506574
HR,72,2022-10-18T18:01:42.510429
IBI,806,2022-10-18T18:01:43.710910
HR,72,2022-10-18T18:01:43.725692
IBI,813,2022-10-18T18:01:44.529284
HR,72,2022-10-18T18:01:44.535453
IBI,843,2022-10-18T18:01:45.748890
HR,72,2022-10-18T18:01:45.750726
IBI,866,2022-10-18T18:01:46.551845
HR,72,2022-10-18T18:01:46.551845
IBI,879,2022-10-18T18:01:46.560786
HR,72,2022-10-18T18:01:46.560786
IBI,886,2022-10-18T18:01:47.771900
HR,72,2022-10-18T18:01:47.775456
IBI,853,2022-10-18T18:01:48.575192
HR,72,2022-10-18T18:01:48.585471
IBI,851,2022-10-18T18:01:49.794970
HR,71,2022-10-18T18:01:49.794970
IBI,861,2022-10-18T18:01:50.597274
HR,71,2022-10-18T18:01:50.611332
IBI,865,2022-10-18T18:01:51.817478
HR,71,2022-10-18T18:01:51.817478
IBI,870,2022-10-18T18:01:52.619725
HR,71,2022-10-18T18:01:52.635271
IBI,862,2022-10-18T18:01:52.635723
HR,71,2022-10-18T18:01:52.636720
IBI,864,2022-10-18T18:01:53.445112
HR,71,2022-10-18T18:01:53.445112
IBI,891,2022-10-18T18:01:54.653392
HR,71,2022-10-18T18:01:54.661161
IBI,887,2022-10-18T18:01:55.463398
HR,70,2022-10-18T18:01:55.463398
IBI,860,2022-10-18T18:01:56.683980
HR,70,2022-10-18T18:01:56.683980
IBI,872,2022-10-18T18:01:57.494292
HR,70,2022-10-18T18:01:57.495401
IBI,878,2022-10-18T18:01:58.704605
HR,70,2022-10-18T18:01:58.710734
IBI,847,2022-10-18T18:01:59.513883
HR,70,2022-10-18T18:01:59.520775
IBI,850,2022-10-18T18:01:59.520775
HR,70,2022-10-18T18:01:59.521771
IBI,867,2022-10-18T18:02:00.724658
HR,70,2022-10-18T18:02:00.724658
IBI,871,2022-10-18T18:02:01.542968
HR,70,2022-10-18T18:02:01.542968
IBI,871,2022-10-18T18:02:02.747205
HR,70,2022-10-18T18:02:02.760692
IBI,895,2022-10-18T18:02:03.565072
HR,70,2022-10-18T18:02:03.565072
IBI,905,2022-10-18T18:02:04.769462
HR,70,2022-10-18T18:02:04.785298
IBI,882,2022-10-18T18:02:05.587748
HR,69,2022-10-18T18:02:05.595938
IBI,863,2022-10-18T18:02:06.806045
HR,69,2022-10-18T18:02:06.806045
IBI,885,2022-10-18T18:02:06.810897
HR,69,2022-10-18T18:02:06.810897
IBI,882,2022-10-18T18:02:07.608269
HR,69,2022-10-18T18:02:07.620523
IBI,837,2022-10-18T18:02:08.833563
HR,69,2022-10-18T18:02:08.833563
IBI,822,2022-10-18T18:02:10.439873
HR,69,2022-10-18T18:02:10.455770
IBI,816,2022-10-18T18:02:10.457968
HR,70,2022-10-18T18:02:10.460607
IBI,785,2022-10-18T18:02:10.460607
HR,70,2022-10-18T18:02:10.460607
IBI,756,2022-10-18T18:02:11.668276
HR,70,2022-10-18T18:02:11.668276
IBI,758,2022-10-18T18:02:12.477876
HR,71,2022-10-18T18:02:12.479969
IBI,752,2022-10-18T18:02:13.686457
HR,73,2022-10-18T18:02:13.695136
IBI,737,2022-10-18T18:02:13.695136
HR,73,2022-10-18T18:02:13.695646
IBI,780,2022-10-18T18:02:14.497840
HR,73,2022-10-18T18:02:14.506616
IBI,816,2022-10-18T18:02:15.717131
HR,74,2022-10-18T18:02:15.720015
IBI,880,2022-10-18T18:02:16.527162
HR,74,2022-10-18T18:02:16.530046
IBI,900,2022-10-18T18:02:18.136874
HR,74,2022-10-18T18:02:18.136874
IBI,883,2022-10-18T18:02:18.554134
HR,73,2022-10-18T18:02:18.555712
IBI,879,2022-10-18T18:02:19.758157
HR,72,2022-10-18T18:02:19.758157
IBI,865,2022-10-18T18:02:19.770824
HR,72,2022-10-18T18:02:19.770824
IBI,806,2022-10-18T18:02:20.576173
HR,72,2022-10-18T18:02:20.580916
IBI,799,2022-10-18T18:02:21.780346
HR,72,2022-10-18T18:02:21.795074
IBI,799,2022-10-18T18:02:22.598656
HR,72,2022-10-18T18:02:22.604950
IBI,801,2022-10-18T18:02:23.818211
HR,72,2022-10-18T18:02:23.818211
IBI,790,2022-10-18T18:02:24.627731
HR,73,2022-10-18T18:02:24.630143
IBI,813,2022-10-18T18:02:24.630143
HR,73,2022-10-18T18:02:24.631139
IBI,830,2022-10-18T18:02:25.430444
HR,73,2022-10-18T18:02:25.440738
IBI,834,2022-10-18T18:02:26.650263
HR,73,2022-10-18T18:02:26.650263
IBI,813,2022-10-18T18:02:27.452988
HR,73,2022-10-18T18:02:27.465713
IBI,832,2022-10-18T18:02:28.672427
HR,73,2022-10-18T18:02:28.680668
IBI,842,2022-10-18T18:02:28.680668
HR,73,2022-10-18T18:02:28.680668
IBI,818,2022-10-18T18:02:29.474886
HR,73,2022-10-18T18:02:29.490679
IBI,820,2022-10-18T18:02:30.698841
HR,73,2022-10-18T18:02:30.704463
IBI,832,2022-10-18T18:02:31.508816
HR,73,2022-10-18T18:02:31.514328
IBI,816,2022-10-18T18:02:32.729051
HR,73,2022-10-18T18:02:32.729663
IBI,828,2022-10-18T18:02:34.348001
HR,73,2022-10-18T18:02:34.349492
IBI,855,2022-10-18T18:02:34.349492
HR,73,2022-10-18T18:02:34.349492
IBI,870,2022-10-18T18:02:34.748568
HR,73,2022-10-18T18:02:34.748568
IBI,856,2022-10-18T18:02:35.558727
HR,72,2022-10-18T18:02:35.558727
IBI,871,2022-10-18T18:02:36.767257
HR,72,2022-10-18T18:02:36.779677
IBI,891,2022-10-18T18:02:37.584813
HR,72,2022-10-18T18:02:37.584813
IBI,908,2022-10-18T18:02:38.803647
HR,72,2022-10-18T18:02:38.803647
IBI,916,2022-10-18T18:02:39.606153
HR,71,2022-10-18T18:02:39.606153
